timestamp,coin,action,side,quantity,price,profit_target,stop_loss,leverage,confidence,pnl,balance_after,reason,confluence_tags,trigger_tags,reasoning_categories
2020-02-03T00:00:00+00:00,GOLD,ENTRY,long,3.137775261174983,1579.5,1620.8942789169191,1563.5651430270768,10.0,0,0,503.02546559052934,"SMC Scalping Long. Trigger: OB Low $1564.60, Target: $1620.89, Stop: $1563.57 | TYPE A Phase 1 | Fees: $1.36",SMC_scalping;OB_FVG_limit;Bullish Continuation,OB_mitigation,SMC;Scalping;Wyckoff_Markup
2020-02-04T00:00:00+00:00,GOLD,CLOSE,long,3.137775261174983,1563.5651430270768,0,0,10.0,0,-52.71211381376423,945.9249542793536,"Stop loss hit | TYPE A Phase 1 | Closed 3.1378, Remaining 0.0000 | Gross: $-50.00 | Fees: $2.71",,,
2020-02-17T00:00:00+00:00,GOLD,ENTRY,long,2.198947540209231,1603.6,1639.4476398740185,1582.0914160755888,10.0,0,0,592.3320128556445,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 2.8x), Target: $1639.45, Stop: $1582.09 | TYPE A Phase 1 | Fees: $0.97",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2020-02-18T00:00:00+00:00,GOLD,CLOSE,long,2.198947540209231,1582.0914160755888,0,0,10.0,0,-49.22266899736008,895.7325714062367,"Stop loss hit | TYPE A Phase 1 | Closed 2.1989, Remaining 0.0000 | Gross: $-47.30 | Fees: $1.93",,,
2020-02-27T00:00:00+00:00,GOLD,ENTRY,long,1.603505751026519,1642.5,1687.3,1614.5695553841072,10.0,0,0,631.6324682962143,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 11.3x), Target: $1687.30, Stop: $1614.57 | TYPE A Phase 1 | Fees: $0.72",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2020-02-28T00:00:00+00:00,GOLD,CLOSE,long,1.603505751026519,1614.5695553841072,0,0,10.0,0,-46.22287925528859,848.7854086470313,"Stop loss hit | TYPE A Phase 1 | Closed 1.6035, Remaining 0.0000 | Gross: $-44.79 | Fees: $1.44",,,
2020-03-02T00:00:00+00:00,GOLD,ENTRY,long,1.2160666934770021,1594.8,1652.9646695585536,1559.9011982648678,10.0,0,0,654.3137620015608,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 4.0x), Target: $1652.96, Stop: $1559.90 | TYPE A Phase 1 | Fees: $0.53",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2020-03-04T00:00:00+00:00,GOLD,CLOSE,long,1.2160666934770021,1652.9646695585536,0,0,10.0,0,69.64600531545489,917.898083592728,"Take profit hit | TYPE A Phase 1 | Closed 1.2161, Remaining 0.0000 | Gross: $70.73 | Fees: $1.09",,,
2020-03-04T00:00:00+00:00,GOLD,ENTRY,long,0.5698006929081899,1643.0,1704.8215773234467,1562.454460566914,10.0,0,0,824.0223795498391,"SMC Scalping Long. Trigger: OB Low $1564.00, Target: $1704.82, Stop: $1562.45 | TYPE A Phase 1 | Fees: $0.26",SMC_scalping;BOS_breakout;Bullish Continuation,OB_mitigation,SMC;Scalping;Wyckoff_Markup
2020-03-12T00:00:00+00:00,GOLD,CLOSE,long,0.5698006929081899,1562.454460566914,0,0,10.0,0,-46.39718347713348,871.2434499175213,"Stop loss hit | TYPE A Phase 1 | Closed 0.5698, Remaining 0.0000 | Gross: $-45.89 | Fees: $0.50",,,
