timestamp,total_balance,total_equity,total_return_pct,num_positions,position_details,total_margin,net_unrealized_pnl,btc_price
2008-01-02T00:00:00+00:00,1000.00,1000.00,0.00,0,No positions,0.00,0.00,
2008-01-03T00:00:00+00:00,1000.00,1000.00,0.00,0,No positions,0.00,0.00,
2008-01-04T00:00:00+00:00,873.82,999.90,-0.01,1,AAPL:short:58.8235@6.4300,126.08,0.00,
2008-01-07T00:00:00+00:00,979.90,1019.05,1.91,1,AAPL:short:30.8788@6.3400,39.15,0.00,
2008-01-08T00:00:00+00:00,979.90,1025.84,2.58,1,AAPL:short:30.8788@6.3400,39.15,6.79,
2008-01-09T00:00:00+00:00,979.90,1016.89,1.69,1,AAPL:short:30.8788@6.3400,39.15,-2.16,
2008-01-10T00:00:00+00:00,979.90,1018.43,1.84,1,AAPL:short:30.8788@6.3400,39.15,-0.62,
2008-01-11T00:00:00+00:00,979.90,1024.30,2.43,1,AAPL:short:30.8788@6.3400,39.15,5.25,
2008-01-14T00:00:00+00:00,1017.71,1017.71,1.77,0,No positions,0.00,0.00,
2008-01-15T00:00:00+00:00,977.98,1017.65,1.77,1,AAPL:short:32.8387@6.0400,39.67,0.00,
2008-01-16T00:00:00+00:00,1001.26,1030.64,3.06,1,AAPL:short:25.7750@5.7000,29.38,-0.00,
2008-01-17T00:00:00+00:00,1001.26,1029.35,2.94,1,AAPL:short:25.7750@5.7000,29.38,-1.29,
2008-01-18T00:00:00+00:00,1001.26,1029.10,2.91,1,AAPL:short:25.7750@5.7000,29.38,-1.55,
2008-01-22T00:00:00+00:00,1001.26,1034.25,3.43,1,AAPL:short:25.7750@5.7000,29.38,3.61,
2008-01-23T00:00:00+00:00,998.32,1043.39,4.34,1,AAPL:short:45.3478@4.9700,45.08,-0.00,
2008-01-24T00:00:00+00:00,998.32,1049.29,4.93,1,AAPL:short:45.3478@4.9700,45.08,5.90,
2008-01-25T00:00:00+00:00,998.32,1058.36,5.84,1,AAPL:short:45.3478@4.9700,45.08,14.96,
2008-01-28T00:00:00+00:00,998.32,1058.36,5.84,1,AAPL:short:45.3478@4.9700,45.08,14.96,
2008-01-29T00:00:00+00:00,998.32,1055.64,5.56,1,AAPL:short:45.3478@4.9700,45.08,12.24,
2008-01-30T00:00:00+00:00,998.32,1054.73,5.47,1,AAPL:short:45.3478@4.9700,45.08,11.34,
2008-01-31T00:00:00+00:00,998.32,1049.74,4.97,1,AAPL:short:45.3478@4.9700,45.08,6.35,
2008-02-01T00:00:00+00:00,998.32,1052.01,5.20,1,AAPL:short:45.3478@4.9700,45.08,8.62,
2008-02-04T00:00:00+00:00,998.32,1055.64,5.56,1,AAPL:short:45.3478@4.9700,45.08,12.24,
2008-02-05T00:00:00+00:00,998.32,1059.26,5.93,1,AAPL:short:45.3478@4.9700,45.08,15.87,
2008-02-06T00:00:00+00:00,1039.45,1064.55,6.46,1,AAPL:short:28.7838@4.3600,25.10,0.00,
2008-02-07T00:00:00+00:00,1039.45,1065.42,6.54,1,AAPL:short:28.7838@4.3600,25.10,0.86,
2008-02-08T00:00:00+00:00,1061.03,1061.03,6.10,0,No positions,0.00,0.00,
2008-02-11T00:00:00+00:00,1035.19,1060.99,6.10,1,AAPL:long:27.9211@4.6200,25.80,-0.00,
2008-02-12T00:00:00+00:00,1056.46,1056.46,5.65,0,No positions,0.00,0.00,
2008-02-13T00:00:00+00:00,1002.17,1056.38,5.64,1,AAPL:short:58.6667@4.6200,54.21,0.00,
2008-02-14T00:00:00+00:00,1002.17,1060.49,6.05,1,AAPL:short:58.6667@4.6200,54.21,4.11,
2008-02-15T00:00:00+00:00,1066.21,1066.21,6.62,0,No positions,0.00,0.00,
2008-02-19T00:00:00+00:00,1030.41,1066.16,6.62,1,AAPL:short:41.0000@4.3600,35.75,-0.00,
2008-02-20T00:00:00+00:00,1063.60,1063.60,6.36,0,No positions,0.00,0.00,
2008-02-21T00:00:00+00:00,1026.64,1063.55,6.35,1,AAPL:short:42.5200@4.3400,36.91,-0.00,
2008-02-22T00:00:00+00:00,1026.64,1066.53,6.65,1,AAPL:short:42.5200@4.3400,36.91,2.98,
2008-02-25T00:00:00+00:00,1026.64,1066.10,6.61,1,AAPL:short:42.5200@4.3400,36.91,2.55,
2008-02-26T00:00:00+00:00,1026.64,1066.95,6.70,1,AAPL:short:42.5200@4.3400,36.91,3.40,
2008-02-27T00:00:00+00:00,1061.32,1061.32,6.13,0,No positions,0.00,0.00,
2008-02-28T00:00:00+00:00,1014.37,1061.26,6.13,1,AAPL:short:50.5238@4.6400,46.89,0.00,
2008-02-29T00:00:00+00:00,1014.37,1070.35,7.04,1,AAPL:short:50.5238@4.6400,46.89,9.09,
2008-03-03T00:00:00+00:00,1044.26,1077.76,7.78,1,AAPL:short:38.5000@4.3500,33.49,-0.00,
2008-03-04T00:00:00+00:00,1073.82,1073.82,7.38,0,No positions,0.00,0.00,
2008-03-05T00:00:00+00:00,1073.82,1073.82,7.38,0,No positions,0.00,0.00,
2008-03-06T00:00:00+00:00,1022.19,1073.75,7.37,1,AAPL:short:59.6667@4.3200,51.55,0.00,
2008-03-07T00:00:00+00:00,1070.62,1070.62,7.06,0,No positions,0.00,0.00,
2008-03-10T00:00:00+00:00,1042.86,1070.58,7.06,1,AAPL:short:32.4545@4.2700,27.72,0.00,
2008-03-11T00:00:00+00:00,1061.42,1061.42,6.14,0,No positions,0.00,0.00,
2008-03-12T00:00:00+00:00,1013.60,1061.35,6.13,1,AAPL:short:53.0500@4.5000,47.74,-0.00,
2008-03-13T00:00:00+00:00,1057.50,1057.50,5.75,0,No positions,0.00,0.00,
