"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2020","1,912.30","1,888.00","1,913.90","1,886.00","0.75K","1.11%"
"10/02/2020","1,903.80","1,907.00","1,919.00","1,893.00","0.81K","-0.44%"
"10/05/2020","1,916.10","1,906.70","1,920.00","1,887.70","0.66K","0.65%"
"10/06/2020","1,904.80","1,913.70","1,922.00","1,875.10","1.05K","-0.59%"
"10/07/2020","1,886.80","1,879.90","1,897.40","1,873.20","0.44K","-0.94%"
"10/08/2020","1,891.00","1,886.80","1,900.40","1,881.70","0.70K","0.22%"
"10/09/2020","1,921.90","1,894.80","1,932.00","1,894.80","0.97K","1.63%"
"10/12/2020","1,924.30","1,930.90","1,933.30","1,920.00","0.44K","0.12%"
"10/13/2020","1,890.20","1,923.70","1,925.10","1,885.90","0.80K","-1.77%"
"10/14/2020","1,903.10","1,891.30","1,912.80","1,880.90","0.41K","0.68%"
"10/15/2020","1,904.90","1,902.00","1,909.20","1,889.00","0.49K","0.09%"
"10/16/2020","1,902.40","1,908.40","1,913.40","1,897.80","0.27K","-0.13%"
"10/19/2020","1,907.70","1,899.60","1,919.00","1,896.90","0.51K","0.28%"
"10/20/2020","1,911.60","1,902.20","1,913.60","1,893.60","0.37K","0.20%"
"10/21/2020","1,925.70","1,909.00","1,932.00","1,908.50","0.89K","0.74%"
"10/22/2020","1,901.60","1,924.00","1,925.40","1,891.90","1.13K","-1.25%"
"10/23/2020","1,902.30","1,904.30","1,913.70","1,893.00","0.39K","0.04%"
"10/26/2020","1,903.10","1,902.10","1,908.00","1,890.80","0.28K","0.04%"
"10/27/2020","1,909.20","1,901.30","1,910.80","1,898.40","0.33K","0.32%"
"10/28/2020","1,876.50","1,908.00","1,909.80","1,867.90","0.28K","-1.71%"
"10/29/2020","1,868.00","1,877.50","1,885.10","1,859.20","225.16K","-0.45%"
"10/30/2020","1,879.90","1,867.90","1,890.90","1,863.30","213.17K","0.64%"
"11/02/2020","1,892.50","1,877.00","1,897.10","1,873.30","164.94K","0.67%"
"11/03/2020","1,910.40","1,896.40","1,912.20","1,887.60","171.37K","0.95%"
"11/04/2020","1,896.20","1,910.30","1,917.90","1,881.80","293.95K","-0.74%"
"11/05/2020","1,946.80","1,903.40","1,954.30","1,902.20","297.51K","2.67%"
"11/06/2020","1,951.70","1,950.00","1,961.80","1,937.20","246.78K","0.25%"
"11/09/2020","1,854.40","1,956.00","1,966.10","1,848.00","496.09K","-4.99%"
"11/10/2020","1,876.40","1,864.10","1,888.90","1,858.90","264.87K","1.19%"
"11/11/2020","1,861.60","1,876.10","1,882.50","1,853.90","215.17K","-0.79%"
"11/12/2020","1,873.30","1,863.90","1,883.00","1,860.70","209.93K","0.63%"
"11/13/2020","1,886.20","1,875.60","1,895.80","1,872.10","162.54K","0.69%"
"11/16/2020","1,887.80","1,886.60","1,898.00","1,861.50","222.94K","0.08%"
"11/17/2020","1,885.10","1,888.20","1,892.70","1,876.30","160.88K","-0.14%"
"11/18/2020","1,873.90","1,879.50","1,884.20","1,860.30","209.00K","-0.59%"
"11/19/2020","1,861.50","1,872.00","1,872.60","1,850.00","222.35K","-0.66%"
"11/20/2020","1,872.40","1,864.80","1,879.20","1,859.10","186.17K","0.59%"
"11/23/2020","1,837.80","1,869.80","1,875.00","1,828.00","319.66K","-1.85%"
"11/24/2020","1,804.60","1,835.70","1,836.90","1,797.10","367.88K","-1.81%"
"11/25/2020","1,805.50","1,805.20","1,816.30","1,798.60","205.75K","0.05%"
"11/26/2020","1,788.10","1,812.10","1,822.60","1,776.50","282.35K","-0.96%"
"11/27/2020","1,784.80","1,809.90","1,820.00","1,772.90","6.58K","-0.18%"
"11/30/2020","1,778.00","1,787.40","1,789.90","1,764.90","1.61K","-0.38%"
"12/01/2020","1,816.60","1,777.50","1,818.30","1,776.40","1.66K","2.17%"
"12/02/2020","1,827.60","1,814.60","1,833.00","1,808.10","1.75K","0.61%"
"12/03/2020","1,838.40","1,830.50","1,844.00","1,824.00","1.37K","0.59%"
"12/04/2020","1,837.50","1,842.30","1,850.10","1,830.20","1.25K","-0.05%"
"12/07/2020","1,863.30","1,838.40","1,870.20","1,823.00","1.17K","1.40%"
"12/08/2020","1,872.30","1,864.10","1,877.00","1,861.70","0.89K","0.48%"
"12/09/2020","1,836.10","1,872.00","1,872.00","1,826.80","1.05K","-1.93%"
"12/10/2020","1,835.20","1,840.30","1,851.20","1,831.30","0.74K","-0.05%"
"12/11/2020","1,841.40","1,838.30","1,849.40","1,827.70","0.53K","0.34%"
"12/14/2020","1,829.80","1,838.70","1,839.80","1,821.10","0.61K","-0.63%"
"12/15/2020","1,853.20","1,827.90","1,856.10","1,827.70","0.74K","1.28%"
"12/16/2020","1,857.00","1,853.50","1,867.10","1,846.20","0.58K","0.21%"
"12/17/2020","1,887.90","1,866.70","1,898.30","1,864.10","1.32K","1.66%"
"12/18/2020","1,886.50","1,887.10","1,892.70","1,879.90","0.59K","-0.07%"
"12/21/2020","1,880.30","1,890.30","1,908.50","1,857.20","1.06K","-0.33%"
"12/22/2020","1,867.70","1,883.70","1,885.40","1,861.60","0.56K","-0.67%"
"12/23/2020","1,875.60","1,862.20","1,880.10","1,859.80","0.50K","0.42%"
"12/24/2020","1,880.70","1,874.10","1,882.10","1,871.10","0.20K","0.27%"
"12/28/2020","1,877.90","1,884.40","1,900.80","1,874.10","1.31K","-0.15%"
"12/29/2020","1,880.50","1,880.00","1,886.30","1,874.40","0.34K","0.14%"
"12/30/2020","1,893.40","1,881.80","1,899.00","1,879.50","133.66K","0.69%"
"12/31/2020","1,895.10","1,899.00","1,904.90","1,889.10","130.63K","0.09%"
"01/04/2021","1,946.60","1,908.20","1,948.70","1,906.10","273.37K","2.72%"
"01/05/2021","1,954.40","1,946.00","1,957.00","1,938.40","201.95K","0.40%"
"01/06/2021","1,908.60","1,952.80","1,962.50","1,902.60","366.61K","-2.34%"
"01/07/2021","1,913.60","1,921.50","1,929.60","1,907.50","199.98K","0.26%"
"01/08/2021","1,835.40","1,915.20","1,918.40","1,827.80","443.51K","-4.09%"
"01/11/2021","1,850.80","1,849.40","1,856.00","1,817.10","268.36K","0.84%"
"01/12/2021","1,844.20","1,845.40","1,864.00","1,835.80","240.66K","-0.36%"
"01/13/2021","1,854.90","1,855.00","1,863.00","1,841.60","225.99K","0.58%"
"01/14/2021","1,851.40","1,845.60","1,857.60","1,826.60","257.66K","-0.19%"
"01/15/2021","1,829.90","1,847.30","1,856.60","1,822.10","231.11K","-1.16%"
"01/18/2021","1,840.20","1,828.80","1,845.00","1,800.80","331.59K","0.56%"
"01/19/2021","1,840.20","1,828.80","1,845.00","1,800.80","331.59K","0.00%"
"01/20/2021","1,866.50","1,839.90","1,872.00","1,831.10","274.40K","1.43%"
"01/21/2021","1,865.90","1,871.00","1,874.60","1,857.50","196.94K","-0.03%"
"01/22/2021","1,856.20","1,870.10","1,870.80","1,836.30","249.72K","-0.52%"
"01/25/2021","1,855.20","1,855.30","1,867.40","1,846.20","211.98K","-0.05%"
"01/26/2021","1,850.90","1,854.90","1,860.80","1,847.20","170.26K","-0.23%"
"01/27/2021","1,844.90","1,849.70","1,851.50","1,828.40","195.54K","-0.32%"
"01/28/2021","1,839.40","1,844.90","1,865.00","1,834.10","2.14K","-0.30%"
"01/29/2021","1,849.00","1,843.60","1,877.20","1,839.90","2.23K","0.52%"
"02/01/2021","1,862.20","1,863.60","1,874.00","1,850.50","2.03K","0.71%"
"02/02/2021","1,832.40","1,861.70","1,863.60","1,829.20","1.66K","-1.60%"
"02/03/2021","1,833.80","1,837.60","1,844.50","1,829.40","0.81K","0.08%"
"02/04/2021","1,790.30","1,833.50","1,834.00","1,783.60","1.99K","-2.37%"
"02/05/2021","1,811.90","1,793.70","1,814.30","1,791.50","1.38K","1.21%"
"02/08/2021","1,833.00","1,816.60","1,838.70","1,806.60","1.22K","1.16%"
"02/09/2021","1,836.20","1,831.10","1,848.10","1,829.60","0.79K","0.17%"
"02/10/2021","1,841.60","1,838.50","1,855.00","1,832.70","1.38K","0.29%"
"02/11/2021","1,825.60","1,821.10","1,846.00","1,820.90","0.92K","-0.87%"
"02/12/2021","1,822.00","1,824.50","1,830.00","1,810.00","1.60K","-0.20%"
"02/15/2021","1,799.00","1,826.00","1,827.10","1,788.10","355.92K","-1.26%"
"02/16/2021","1,797.90","1,825.00","1,825.20","1,787.60","1.54K","-0.06%"
"02/17/2021","1,771.80","1,789.20","1,792.60","1,767.70","1.02K","-1.45%"
"02/18/2021","1,774.00","1,776.20","1,787.60","1,765.90","0.62K","0.12%"
"02/19/2021","1,776.30","1,772.70","1,789.00","1,759.40","1.79K","0.13%"
"02/22/2021","1,807.20","1,785.00","1,809.90","1,779.50","1.73K","1.74%"
"02/23/2021","1,804.80","1,809.40","1,813.00","1,795.00","1.02K","-0.13%"
"02/24/2021","1,796.60","1,805.00","1,810.70","1,782.00","1.50K","-0.45%"
"02/25/2021","1,775.40","1,804.90","1,805.00","1,763.90","316.25K","-1.18%"
"02/26/2021","1,728.80","1,770.90","1,773.80","1,714.90","362.55K","-2.62%"
"03/01/2021","1,723.00","1,732.80","1,757.40","1,717.20","241.92K","-0.34%"
"03/02/2021","1,733.60","1,722.80","1,737.80","1,704.60","235.96K","0.62%"
"03/03/2021","1,715.80","1,736.50","1,739.10","1,699.40","255.65K","-1.03%"
"03/04/2021","1,700.70","1,708.40","1,721.60","1,687.60","277.45K","-0.88%"
"03/05/2021","1,698.50","1,695.30","1,705.70","1,683.00","269.33K","-0.13%"
"03/08/2021","1,678.00","1,701.60","1,712.00","1,673.30","273.91K","-1.21%"
"03/09/2021","1,716.90","1,679.30","1,718.70","1,676.70","248.95K","2.32%"
"03/10/2021","1,721.80","1,714.50","1,725.30","1,705.60","226.89K","0.29%"
"03/11/2021","1,722.60","1,725.00","1,738.00","1,716.80","215.34K","0.05%"
"03/12/2021","1,719.80","1,720.50","1,728.00","1,696.60","232.21K","-0.16%"
"03/15/2021","1,729.20","1,726.50","1,733.20","1,719.20","163.05K","0.55%"
"03/16/2021","1,730.90","1,730.70","1,740.50","1,724.40","173.89K","0.10%"
"03/17/2021","1,727.10","1,730.00","1,750.60","1,722.00","220.55K","-0.22%"
"03/18/2021","1,732.50","1,744.00","1,754.20","1,716.60","251.76K","0.31%"
"03/19/2021","1,741.70","1,733.70","1,746.10","1,727.10","213.28K","0.53%"
"03/22/2021","1,738.10","1,745.60","1,747.00","1,726.40","196.31K","-0.21%"
"03/23/2021","1,725.10","1,738.50","1,742.00","1,722.70","226.20K","-0.75%"
"03/24/2021","1,733.20","1,725.90","1,737.70","1,722.30","186.52K","0.47%"
"03/25/2021","1,725.10","1,733.20","1,744.80","1,720.30","226.21K","-0.47%"
"03/26/2021","1,732.30","1,725.50","1,735.50","1,718.80","172.94K","0.42%"
"03/29/2021","1,712.20","1,731.50","1,732.60","1,703.30","135.46K","-1.16%"
"03/30/2021","1,685.10","1,711.90","1,712.80","1,677.80","1.90K","-1.58%"
