"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/2008","920.20","906.20","924.10","903.10","133.35K","1.59%"
"05/21/2008","928.60","921.00","933.00","916.50","141.23K","0.91%"
"05/22/2008","918.30","932.90","935.40","917.10","143.90K","-1.11%"
"05/23/2008","925.80","921.20","929.50","914.70","143.90K","0.82%"
"05/26/2008","929.00","924.80","929.00","923.20","108.72K","0.35%"
"05/27/2008","907.90","924.80","930.60","903.30","197.90K","-2.27%"
"05/28/2008","900.50","906.20","909.20","888.30","149.89K","-0.82%"
"05/29/2008","881.70","906.20","907.80","876.60","167.42K","-2.09%"
"05/30/2008","891.50","881.70","892.80","873.00","90.63K","1.11%"
"06/02/2008","897.00","891.30","901.20","884.40","90.58K","0.62%"
"06/03/2008","885.50","894.20","900.60","878.40","123.86K","-1.28%"
"06/04/2008","883.80","883.90","890.10","879.20","95.36K","-0.19%"
"06/05/2008","875.50","881.80","883.30","867.70","146.54K","-0.94%"
"06/06/2008","899.00","881.00","905.60","880.00","130.73K","2.68%"
"06/09/2008","898.10","906.10","912.50","893.20","119.59K","-0.10%"
"06/10/2008","871.20","894.50","897.90","866.70","159.44K","-3.00%"
"06/11/2008","882.90","871.20","885.90","870.00","103.59K","1.34%"
"06/12/2008","872.00","883.50","884.90","859.60","144.91K","-1.23%"
"06/13/2008","873.10","871.00","876.70","861.50","89.87K","0.13%"
"06/16/2008","886.30","872.60","897.30","868.70","104.89K","1.51%"
"06/17/2008","886.90","884.70","891.00","876.20","97.08K","0.07%"
"06/18/2008","893.50","884.90","898.10","882.50","103.37K","0.74%"
"06/19/2008","904.20","896.80","911.00","888.80","151.92K","1.20%"
"06/20/2008","903.70","900.40","910.10","897.80","90.24K","-0.06%"
"06/23/2008","887.20","903.70","909.70","877.40","130.32K","-1.83%"
"06/24/2008","891.60","885.50","896.50","884.40","94.22K","0.50%"
"06/25/2008","882.30","891.70","892.90","875.20","107.94K","-1.04%"
"06/26/2008","915.10","888.00","920.30","886.60","148.40K","3.72%"
"06/27/2008","931.30","919.00","933.00","912.20","128.28K","1.77%"
"06/30/2008","928.30","930.90","937.70","920.20","112.67K","-0.32%"
"07/01/2008","944.50","928.00","948.30","923.80","149.45K","1.75%"
"07/02/2008","946.50","941.60","947.90","933.50","125.04K","0.21%"
"07/03/2008","933.60","946.60","950.00","928.50","125.04K","-1.36%"
"07/04/2008","935.70","935.90","938.30","930.80","128.42K","0.22%"
"07/07/2008","928.80","934.90","935.10","916.30","127.97K","-0.74%"
"07/08/2008","923.30","927.00","935.30","913.00","135.71K","-0.59%"
"07/09/2008","928.60","921.70","930.50","917.20","116.80K","0.57%"
"07/10/2008","942.00","929.80","949.20","926.40","140.16K","1.44%"
"07/11/2008","960.60","946.10","969.10","942.60","165.47K","1.97%"
"07/14/2008","973.70","966.80","976.40","954.20","159.78K","1.36%"
"07/15/2008","978.70","974.20","989.60","968.70","223.41K","0.51%"
"07/16/2008","962.70","978.50","982.50","958.20","173.59K","-1.63%"
"07/17/2008","970.70","960.60","980.00","953.10","231.44K","0.83%"
"07/18/2008","958.00","958.40","965.00","950.20","124.02K","-1.31%"
"07/21/2008","963.70","957.30","969.00","955.70","96.67K","0.59%"
"07/22/2008","948.50","966.10","977.00","942.10","193.29K","-1.58%"
"07/23/2008","922.80","945.90","949.30","917.50","203.97K","-2.71%"
"07/24/2008","922.30","920.80","931.40","915.90","174.08K","-0.05%"
"07/25/2008","926.80","927.60","935.20","918.50","157.77K","0.49%"
"07/28/2008","927.70","929.00","932.90","922.40","148.63K","0.10%"
"07/29/2008","916.50","930.00","933.00","913.10","147.31K","-1.21%"
"07/30/2008","912.30","927.80","929.00","902.70","155.39K","-0.46%"
"07/31/2008","922.70","917.00","934.50","915.30","130.54K","1.14%"
"08/01/2008","917.50","922.90","926.00","910.30","110.57K","-0.56%"
"08/04/2008","907.90","919.00","924.10","902.10","121.04K","-1.05%"
"08/05/2008","886.10","903.70","903.90","880.70","150.03K","-2.40%"
"08/06/2008","883.00","881.70","894.60","880.50","112.61K","-0.35%"
"08/07/2008","877.90","887.60","892.60","874.80","123.70K","-0.58%"
"08/08/2008","864.80","879.40","881.30","857.50","142.75K","-1.49%"
"08/11/2008","828.30","863.40","872.70","824.50","199.73K","-4.22%"
"08/12/2008","814.60","829.10","833.60","808.60","197.57K","-1.65%"
"08/13/2008","831.50","818.40","836.40","811.50","157.64K","2.07%"
"08/14/2008","814.50","833.00","842.90","810.50","161.42K","-2.04%"
"08/15/2008","792.10","812.30","812.60","777.70","155.27K","-2.75%"
"08/18/2008","805.70","795.50","809.90","795.10","105.80K","1.72%"
"08/19/2008","816.80","804.90","822.90","787.50","137.36K","1.38%"
"08/20/2008","816.30","819.40","824.50","805.20","126.54K","-0.06%"
"08/21/2008","839.00","818.60","845.00","816.60","130.54K","2.78%"
"08/22/2008","833.50","841.10","843.60","826.10","98.41K","-0.66%"
"08/25/2008","825.70","831.10","831.90","821.10","79.94K","-0.94%"
"08/26/2008","828.10","827.30","836.00","812.00","140.26K","0.29%"
"08/27/2008","834.00","829.30","841.40","826.00","103.84K","0.71%"
"08/28/2008","837.20","832.00","849.70","830.50","133.62K","0.38%"
"08/29/2008","835.20","838.90","844.20","834.00","84.37K","-0.24%"
"09/02/2008","810.50","842.20","842.80","795.20","197.50K","-2.96%"
"09/03/2008","808.20","810.20","813.50","793.70","126.78K","-0.28%"
"09/04/2008","803.20","806.40","819.50","798.10","132.05K","-0.62%"
"09/05/2008","802.80","801.00","824.20","794.80","176.92K","-0.05%"
"09/08/2008","802.50","815.60","822.90","800.80","145.82K","-0.04%"
"09/09/2008","792.00","806.90","809.50","779.70","208.82K","-1.31%"
"09/10/2008","762.50","780.70","787.70","755.10","208.45K","-3.72%"
"09/11/2008","745.50","755.80","762.00","739.80","185.68K","-2.23%"
"09/12/2008","764.50","752.70","770.50","749.20","150.63K","2.55%"
"09/15/2008","787.00","773.20","791.40","767.40","169.09K","2.94%"
"09/16/2008","780.50","791.30","793.60","775.20","170.04K","-0.83%"
"09/17/2008","850.50","781.50","872.90","777.50","317.20K","8.97%"
"09/18/2008","897.00","866.50","926.00","836.00","312.28K","5.47%"
"09/19/2008","864.70","856.00","881.40","828.50","170.96K","-3.60%"
"09/22/2008","909.00","874.60","913.80","866.20","189.78K","5.12%"
"09/23/2008","891.20","906.00","915.20","885.00","152.41K","-1.96%"
"09/24/2008","895.00","896.40","907.80","880.40","132.78K","0.43%"
"09/25/2008","882.00","889.50","903.50","868.80","165.18K","-1.45%"
"09/26/2008","888.50","882.50","920.10","871.20","167.40K","0.74%"
"09/29/2008","894.40","878.00","932.00","872.20","181.99K","0.66%"
"09/30/2008","880.80","911.00","920.20","860.10","143.01K","-1.52%"
"10/01/2008","887.30","876.90","898.70","869.60","118.41K","0.74%"
"10/02/2008","844.30","876.20","881.60","833.50","154.81K","-4.85%"
"10/03/2008","833.20","841.00","852.70","822.50","136.41K","-1.31%"
"10/06/2008","866.20","836.00","879.00","828.40","133.33K","3.96%"
"10/07/2008","882.00","859.10","893.70","858.00","120.38K","1.82%"
"10/08/2008","906.50","890.90","924.90","880.10","171.46K","2.78%"
"10/09/2008","886.50","910.20","929.00","882.90","105.01K","-2.21%"
"10/10/2008","859.00","915.20","936.30","829.00","214.11K","-3.10%"
"10/13/2008","842.50","855.80","875.00","824.50","107.71K","-1.92%"
"10/14/2008","839.50","835.20","857.40","833.60","94.69K","-0.36%"
"10/15/2008","839.00","837.90","859.20","833.10","94.98K","-0.06%"
"10/16/2008","804.50","851.00","852.10","786.70","140.79K","-4.11%"
"10/17/2008","787.70","807.40","816.90","772.20","104.71K","-2.09%"
"10/20/2008","790.00","784.60","811.80","782.80","76.84K","0.29%"
"10/21/2008","768.00","798.00","805.00","766.40","101.81K","-2.78%"
"10/22/2008","735.20","773.60","777.90","720.00","147.82K","-4.27%"
"10/23/2008","714.70","730.00","735.20","695.20","148.94K","-2.79%"
"10/24/2008","730.30","724.70","750.40","681.00","143.87K","2.18%"
"10/27/2008","742.90","735.10","747.80","707.00","106.84K","1.73%"
"10/28/2008","740.50","731.20","756.10","724.10","98.87K","-0.32%"
"10/29/2008","754.00","747.10","775.30","736.00","117.90K","1.82%"
"10/30/2008","738.50","757.50","778.30","733.00","114.34K","-2.06%"
"10/31/2008","718.20","737.40","742.50","717.10","96.73K","-2.75%"
"11/03/2008","726.80","727.00","739.50","721.80","70.31K","1.20%"
"11/04/2008","757.30","723.90","769.30","721.80","114.50K","4.20%"
"11/05/2008","742.40","770.00","770.00","735.70","112.65K","-1.97%"
"11/06/2008","732.20","738.40","761.30","727.50","120.93K","-1.37%"
"11/07/2008","734.20","734.50","744.90","725.50","82.89K","0.27%"
"11/10/2008","746.50","739.80","768.90","738.40","119.40K","1.68%"
"11/11/2008","732.80","745.00","749.90","725.50","107.77K","-1.84%"
"11/12/2008","718.30","732.30","738.40","708.30","115.26K","-1.98%"
"11/13/2008","705.00","708.40","739.20","698.20","138.22K","-1.85%"
"11/14/2008","742.50","734.00","754.00","724.00","132.64K","5.32%"
"11/17/2008","742.00","740.00","748.70","729.60","85.04K","-0.07%"
"11/18/2008","732.70","736.90","745.60","730.30","95.17K","-1.25%"
"11/19/2008","736.00","737.80","764.80","731.40","143.01K","0.45%"
"11/20/2008","748.70","735.20","753.40","732.60","118.16K","1.73%"
"11/21/2008","791.80","745.80","802.80","742.50","178.81K","5.76%"
"11/24/2008","819.50","802.00","830.10","786.20","153.81K","3.50%"
"11/25/2008","818.50","821.70","833.50","803.00","158.86K","-0.12%"
"11/26/2008","808.50","819.10","822.00","806.80","52.37K","-1.22%"
"11/28/2008","819.00","812.30","822.00","810.60","41.00K","1.30%"
"12/01/2008","776.80","819.00","820.00","768.00","100.42K","-5.15%"
"12/02/2008","783.30","768.80","788.20","761.80","78.05K","0.84%"
"12/03/2008","770.50","783.60","784.00","764.10","80.38K","-1.63%"
"12/04/2008","765.50","775.00","790.00","763.00","90.62K","-0.65%"
"12/05/2008","752.20","766.70","773.30","741.20","104.92K","-1.74%"
"12/08/2008","769.30","755.20","782.80","754.10","79.72K","2.27%"
"12/09/2008","774.20","775.60","780.70","762.50","71.76K","0.64%"
"12/10/2008","808.80","776.70","813.90","774.20","112.53K","4.47%"
"12/11/2008","826.60","809.60","835.30","802.50","104.53K","2.20%"
"12/12/2008","820.50","820.00","829.70","807.50","91.99K","-0.74%"
"12/15/2008","836.50","825.00","843.70","821.00","93.68K","1.95%"
"12/16/2008","842.70","838.20","860.80","830.20","94.90K","0.74%"
"12/17/2008","868.50","860.00","883.60","847.20","149.54K","3.06%"
"12/18/2008","860.60","866.10","879.60","848.80","116.59K","-0.91%"
"12/19/2008","837.40","853.60","854.90","830.10","73.52K","-2.70%"
"12/22/2008","847.20","839.40","853.00","836.70","54.71K","1.17%"
"12/23/2008","838.10","849.00","849.80","829.80","48.85K","-1.07%"
"12/24/2008","848.00","840.50","849.60","835.40","20.52K","1.18%"
"12/26/2008","871.20","847.50","874.00","843.40","23.56K","2.74%"
"12/29/2008","875.30","873.00","892.00","873.00","73.96K","0.47%"
"12/30/2008","870.00","882.60","885.90","864.70","54.34K","-0.61%"
"12/31/2008","884.30","874.70","886.00","857.30","55.00K","1.64%"
"01/02/2009","879.50","883.00","889.10","868.10","46.09K","-0.54%"
"01/05/2009","857.80","880.70","885.50","843.50","95.45K","-2.47%"
"01/06/2009","866.00","843.50","871.40","838.80","101.20K","0.96%"
"01/07/2009","841.70","864.20","867.80","836.00","119.84K","-2.81%"
"01/08/2009","854.50","843.20","865.30","836.70","111.88K","1.52%"
"01/09/2009","855.00","857.80","869.30","845.00","106.50K","0.06%"
"01/12/2009","821.00","856.10","857.50","815.10","132.31K","-3.98%"
"01/13/2009","820.70","821.50","831.40","814.00","98.87K","-0.04%"
"01/14/2009","808.80","821.80","829.90","806.60","117.22K","-1.45%"
"01/15/2009","807.30","810.30","822.10","801.50","134.94K","-0.19%"
"01/16/2009","839.90","817.30","843.60","815.70","105.21K","4.04%"
"01/19/2009","855.20","844.10","866.60","823.60","169.40K","1.82%"
"01/21/2009","850.10","857.30","864.60","843.00","123.21K","-0.60%"
"01/22/2009","858.80","854.00","863.20","843.50","107.56K","1.02%"
"01/23/2009","895.80","857.20","903.80","852.10","197.17K","4.31%"
"01/26/2009","908.80","898.90","916.30","889.00","148.37K","1.45%"
"01/27/2009","899.50","902.90","907.60","892.20","113.68K","-1.02%"
"01/28/2009","888.20","899.50","903.40","882.00","137.27K","-1.26%"
"01/29/2009","906.50","890.00","911.30","875.70","126.38K","2.06%"
"01/30/2009","928.40","911.00","931.30","903.10","129.07K","2.42%"
"02/02/2009","907.20","924.60","929.00","902.10","96.27K","-2.28%"
"02/03/2009","892.50","904.40","914.30","890.30","107.99K","-1.62%"
"02/04/2009","902.20","901.10","910.90","896.20","75.62K","1.09%"
"02/05/2009","914.20","906.40","926.30","903.40","100.19K","1.33%"
"02/06/2009","914.30","915.20","921.90","905.40","77.40K","0.01%"
"02/09/2009","892.80","913.40","913.40","891.90","81.74K","-2.35%"
"02/10/2009","914.20","895.90","919.70","892.00","114.81K","2.40%"
"02/11/2009","944.50","937.40","949.00","912.00","172.83K","3.31%"
"02/12/2009","949.20","939.40","954.00","936.50","124.89K","0.50%"
"02/13/2009","942.20","946.60","946.90","933.00","77.27K","-0.74%"
"02/16/2009","967.50","942.80","975.40","937.30","137.89K","2.69%"
"02/18/2009","978.20","964.80","988.70","961.60","117.78K","1.11%"
"02/19/2009","976.50","987.00","987.90","969.50","116.16K","-0.17%"
"02/20/2009","1,002.20","973.20","1,007.70","971.50","163.17K","2.63%"
"02/23/2009","995.00","994.30","999.60","976.20","111.09K","-0.72%"
"02/24/2009","969.50","992.10","997.00","960.20","156.17K","-2.56%"
"02/25/2009","966.20","962.50","979.70","945.20","140.32K","-0.34%"
"02/26/2009","942.60","953.60","957.60","932.20","133.18K","-2.44%"
"02/27/2009","942.50","947.00","964.00","927.00","148.53K","-0.01%"
"03/02/2009","940.00","940.30","959.50","921.00","124.35K","-0.27%"
"03/03/2009","913.60","928.00","933.50","905.70","130.26K","-2.81%"
"03/04/2009","906.70","916.50","923.70","900.40","102.12K","-0.76%"
"03/05/2009","927.80","906.80","937.50","906.20","105.85K","2.33%"
"03/06/2009","942.70","934.20","945.50","930.60","107.51K","1.61%"
"03/09/2009","918.00","941.20","942.80","911.10","108.00K","-2.62%"
"03/10/2009","895.90","922.90","923.20","891.10","138.51K","-2.41%"
"03/11/2009","910.70","896.10","913.80","892.60","95.71K","1.65%"
"03/12/2009","924.00","906.70","931.60","906.30","123.79K","1.46%"
"03/13/2009","930.10","927.40","941.10","919.60","98.23K","0.66%"
"03/16/2009","922.00","928.30","930.60","915.30","84.78K","-0.87%"
"03/17/2009","916.80","924.50","925.30","912.40","70.71K","-0.56%"
"03/18/2009","889.10","915.20","954.00","882.70","226.08K","-3.02%"
"03/19/2009","958.80","941.60","963.50","926.00","181.06K","7.84%"
"03/20/2009","956.20","959.20","967.80","946.70","108.94K","-0.27%"
"03/23/2009","952.50","950.50","958.10","936.00","104.40K","-0.39%"
"03/24/2009","923.80","938.40","944.60","916.90","154.38K","-3.01%"
"03/25/2009","935.80","927.60","942.00","916.00","162.94K","1.30%"
"03/26/2009","940.00","934.90","946.60","932.00","122.92K","0.45%"
"03/27/2009","923.20","934.40","936.70","919.00","106.87K","-1.79%"
"03/30/2009","917.70","926.00","934.70","910.40","114.01K","-0.60%"
"03/31/2009","925.00","919.30","926.90","913.60","93.01K","0.80%"
"04/01/2009","927.70","920.00","935.80","918.60","84.43K","0.29%"
"04/02/2009","908.90","929.10","931.80","896.10","154.08K","-2.03%"
"04/03/2009","897.30","905.00","911.80","892.50","100.97K","-1.28%"
"04/06/2009","872.80","898.00","899.50","865.00","123.65K","-2.73%"
"04/07/2009","883.30","870.10","886.90","870.10","68.27K","1.20%"
"04/08/2009","885.90","884.60","891.70","879.20","79.89K","0.29%"
"04/09/2009","883.30","882.60","887.80","876.00","53.69K","-0.29%"
"04/13/2009","895.80","882.90","901.20","882.90","47.87K","1.42%"
"04/14/2009","892.00","894.20","899.70","887.10","57.46K","-0.42%"
"04/15/2009","893.50","891.20","902.10","886.20","56.03K","0.17%"
"04/16/2009","879.80","893.00","895.00","873.00","80.70K","-1.53%"
"04/17/2009","867.90","876.90","877.90","865.60","75.75K","-1.35%"
"04/20/2009","887.50","870.20","889.70","865.60","75.86K","2.26%"
"04/21/2009","882.70","886.50","896.40","879.50","73.22K","-0.54%"
"04/22/2009","892.50","884.80","894.80","882.80","59.58K","1.11%"
"04/23/2009","906.60","891.30","910.40","890.50","90.67K","1.58%"
"04/24/2009","914.10","905.50","915.40","904.20","74.41K","0.83%"
"04/27/2009","908.20","915.00","919.70","905.80","59.47K","-0.65%"
"04/28/2009","893.60","907.20","907.70","884.60","81.05K","-1.61%"
"04/29/2009","900.50","894.00","904.00","888.30","69.35K","0.77%"
"04/30/2009","891.20","898.60","900.80","880.10","81.60K","-1.03%"
"05/01/2009","888.20","888.90","890.80","880.50","46.71K","-0.34%"
"05/04/2009","902.20","887.50","908.30","885.60","83.81K","1.58%"
"05/05/2009","904.30","903.40","916.70","893.20","88.10K","0.23%"
"05/06/2009","911.00","897.30","913.50","895.40","85.61K","0.74%"
"05/07/2009","915.50","912.50","926.50","908.90","124.79K","0.49%"
"05/08/2009","914.90","911.70","921.00","905.50","86.34K","-0.07%"
"05/11/2009","913.50","917.00","918.40","908.80","57.35K","-0.15%"
"05/12/2009","923.90","913.90","924.90","912.40","88.79K","1.14%"
"05/13/2009","925.90","923.30","931.40","917.80","116.79K","0.22%"
"05/14/2009","928.40","927.00","929.40","920.50","76.20K","0.27%"
"05/15/2009","931.30","926.90","934.80","924.10","88.90K","0.31%"
"05/18/2009","921.70","930.50","934.10","915.20","97.05K","-1.03%"
"05/19/2009","926.70","918.20","929.90","917.60","87.16K","0.54%"
"05/20/2009","937.40","925.60","941.00","925.30","128.00K","1.15%"
"05/21/2009","951.20","938.50","957.00","935.80","130.92K","1.47%"
"05/22/2009","958.90","955.10","963.10","950.10","117.82K","0.81%"
"05/25/2009","953.30","957.60","960.10","936.60","166.71K","-0.58%"
"05/27/2009","953.30","953.30","959.60","946.20","151.33K","0.00%"
"05/28/2009","963.20","950.20","966.70","945.80","121.23K","1.04%"
"05/29/2009","980.30","960.80","982.00","960.40","102.47K","1.78%"
"06/01/2009","980.00","981.00","990.20","974.10","94.73K","-0.03%"
"06/02/2009","984.40","976.90","988.30","970.50","88.68K","0.45%"
"06/03/2009","965.60","983.20","992.10","961.50","127.90K","-1.91%"
"06/04/2009","982.30","966.00","983.40","962.00","115.37K","1.73%"
"06/05/2009","962.60","981.40","985.00","953.80","150.85K","-2.01%"
"06/08/2009","952.50","956.30","961.10","943.80","95.71K","-1.05%"
"06/09/2009","954.70","951.80","964.50","948.30","88.84K","0.23%"
"06/10/2009","954.70","955.80","966.70","947.50","107.07K","0.00%"
"06/11/2009","962.00","955.60","963.20","942.50","111.28K","0.76%"
"06/12/2009","940.70","956.30","959.20","936.20","103.11K","-2.21%"
"06/15/2009","927.50","940.30","940.30","926.50","91.53K","-1.40%"
"06/16/2009","932.20","928.80","940.60","927.70","76.59K","0.51%"
"06/17/2009","936.00","935.40","941.10","928.40","87.65K","0.41%"
"06/18/2009","934.60","940.00","944.00","930.50","78.32K","-0.15%"
"06/19/2009","936.20","934.00","939.70","931.50","57.56K","0.17%"
"06/22/2009","921.00","935.10","935.60","918.30","96.76K","-1.62%"
"06/23/2009","924.30","922.50","927.40","913.20","91.90K","0.36%"
"06/24/2009","934.40","926.40","944.40","922.80","116.25K","1.09%"
"06/25/2009","939.50","932.00","940.40","930.30","76.94K","0.55%"
"06/26/2009","941.00","940.10","949.00","936.60","73.58K","0.16%"
"06/29/2009","940.70","940.70","943.20","933.60","57.11K","-0.03%"
"06/30/2009","927.40","938.10","945.40","922.70","102.29K","-1.41%"
"07/01/2009","941.30","926.10","947.00","926.10","97.42K","1.50%"
"07/02/2009","931.00","940.90","942.10","926.60","101.81K","-1.09%"
"07/03/2009","924.30","932.00","932.40","920.30","79.79K","-0.72%"
"07/07/2009","929.10","924.60","932.40","921.00","78.42K","0.52%"
"07/08/2009","909.30","917.70","925.90","904.80","131.01K","-2.13%"
"07/09/2009","916.20","909.30","918.90","906.20","91.68K","0.76%"
"07/10/2009","912.50","912.10","915.20","906.60","72.83K","-0.40%"
"07/13/2009","922.50","912.30","923.40","907.40","100.04K","1.10%"
"07/14/2009","922.80","921.20","927.80","917.80","82.44K","0.03%"
"07/15/2009","939.40","925.40","942.30","924.50","122.62K","1.80%"
"07/16/2009","935.40","939.30","940.50","932.60","60.37K","-0.43%"
"07/17/2009","937.50","937.80","939.80","931.60","62.04K","0.22%"
"07/20/2009","948.80","938.50","955.40","937.00","102.85K","1.21%"
