date,daily_return,equity
2020-01-02,-6.715079640810017e-05,999.9328492035919
2020-01-03,0.0006154469069894014,1000.5482547828313
2020-01-06,-0.0002649331566398871,1000.2831763753212
2020-01-07,0.10628541462031993,1106.5986885141028
2020-01-08,-0.00010873861258092135,1106.47835850803
2020-01-09,0.00041428963551991017,1106.936761023887
2020-01-10,-0.0001242570106350249,1106.799216371
2020-01-13,0.0003004497899322216,1107.1317539630559
2020-01-14,-0.0001542553956643275,1106.9609729162958
2020-01-15,-0.00015038043630470033,1106.7945076422163
2020-01-16,-0.00010494752643113617,1106.6783522963717
2020-01-17,-0.00020726445430145277,1106.4489772115958
2020-01-20,0.0,1106.4489772115958
2020-01-21,0.0,1106.4489772115958
2020-01-22,0.0,1106.4489772115958
2020-01-23,0.0,1106.4489772115958
2020-01-24,-3.1704519310250536e-05,1106.413897778632
2020-01-27,-0.00012135783765021952,1106.2796257804514
2020-01-28,-3.62393901454576e-05,1106.2395348814828
2020-01-29,-6.992823334084744e-05,1106.1621775051567
2020-01-30,0.0,1106.1621775051567
2020-01-31,0.0,1106.1621775051567
2020-02-03,-4.699687516631036e-05,1106.1101913393868
2020-02-04,0.057222838625527524,1169.404956320452
2020-02-05,0.0,1169.404956320452
2020-02-06,0.0,1169.404956320452
2020-02-07,0.0,1169.404956320452
2020-02-10,0.0,1169.404956320452
2020-02-11,0.0,1169.404956320452
2020-02-12,0.0,1169.404956320452
2020-02-13,0.0,1169.404956320452
2020-02-14,0.0,1169.404956320452
2020-02-17,0.0,1169.404956320452
2020-02-18,0.0,1169.404956320452
2020-02-19,-2.8798437678907342e-05,1169.371279284696
2020-02-20,-6.169502973200722e-05,1169.2991348888527
2020-02-21,0.0002941888627171871,1169.6431296715218
2020-02-24,3.300313705477485e-05,1169.6817315640355
2020-02-25,0.00011486755540474209,1169.816090045142
2020-02-26,-4.177053480937378e-05,1169.767226201432
2020-02-27,-4.7980354713533846e-05,1169.7111003549867
2020-02-28,-4.8063461294789636e-05,1169.6548799907887
2020-03-02,0.00024116934369664488,1169.9369648905476
2020-03-03,0.055507092558625196,1234.8767642884843
2020-03-04,-0.0008414317138580798,1233.8376998163055
2020-03-05,0.0,1233.8376998163055
2020-03-06,0.0,1233.8376998163055
2020-03-09,0.0,1233.8376998163055
2020-03-10,0.0,1233.8376998163055
2020-03-11,0.0,1233.8376998163055
2020-03-12,0.0,1233.8376998163055
2020-03-13,0.0,1233.8376998163055
2020-03-16,0.0,1233.8376998163055
2020-03-17,0.0,1233.8376998163055
2020-03-18,0.0,1233.8376998163055
2020-03-19,0.0,1233.8376998163055
2020-03-20,-0.00010810577818332465,1233.704314831615
2020-03-23,0.0004967566380369827,1234.3171656393824
2020-03-24,0.0,1234.3171656393824
2020-03-25,0.0,1234.3171656393824
2020-03-26,0.0,1234.3171656393824
2020-03-27,0.0,1234.3171656393824
2020-03-30,0.0,1234.3171656393824
2020-03-31,0.0,1234.3171656393824
2020-04-01,0.0,1234.3171656393824
2020-04-02,0.0,1234.3171656393824
2020-04-03,0.0,1234.3171656393824
2020-04-06,0.0,1234.3171656393824
2020-04-07,0.0,1234.3171656393824
2020-04-08,0.0,1234.3171656393824
2020-04-09,0.0,1234.3171656393824
2020-04-13,0.0,1234.3171656393824
2020-04-14,0.0,1234.3171656393824
2020-04-15,0.0,1234.3171656393824
2020-04-16,0.0,1234.3171656393824
2020-04-17,-3.417866934616279e-05,1234.2749783211098
2020-04-20,-6.410250193637212e-05,1234.195858206922
2020-04-21,0.0,1234.195858206922
2020-04-22,0.0,1234.195858206922
2020-04-23,0.0,1234.195858206922
2020-04-24,-4.8509282649698195e-05,1234.135988251191
2020-04-27,-0.00037480754435856745,1233.67342477203
2020-04-28,0.0,1233.67342477203
2020-04-29,0.0,1233.67342477203
2020-04-30,0.0,1233.67342477203
2020-05-01,0.0,1233.67342477203
2020-05-04,0.0,1233.67342477203
2020-05-05,0.0,1233.67342477203
2020-05-06,0.0,1233.67342477203
2020-05-07,0.0,1233.67342477203
2020-05-08,0.0,1233.67342477203
2020-05-11,0.0,1233.67342477203
2020-05-12,0.0,1233.67342477203
2020-05-13,-0.00013829348809391722,1233.5028157709496
2020-05-14,0.000503473009014653,1234.1238511452339
2020-05-15,-0.0001574398209507798,1233.9295509070785
2020-05-18,-0.0017036493135673982,1231.827367674685
2020-05-19,-0.00014710983496212836,1231.6461537539246
2020-05-20,-0.00032193600340794904,1231.2496425135723
2020-05-21,-0.0012734160548906017,1229.6817494512172
2020-05-22,0.001359163215346149,1231.3530876516538
2020-05-25,0.00044920831097721575,1231.9062216923744
2020-05-26,-0.00011344047988581002,1231.7664736594113
2020-05-27,0.0,1231.7664736594113
2020-05-28,0.0,1231.7664736594113
2020-05-29,0.0,1231.7664736594113
2020-06-01,0.0,1231.7664736594113
2020-06-02,0.0,1231.7664736594113
2020-06-03,0.0,1231.7664736594113
2020-06-04,0.0,1231.7664736594113
2020-06-05,0.0,1231.7664736594113
2020-06-08,0.0,1231.7664736594113
2020-06-09,0.0,1231.7664736594113
2020-06-10,0.0,1231.7664736594113
2020-06-11,0.0,1231.7664736594113
2020-06-12,0.0,1231.7664736594113
2020-06-15,0.0,1231.7664736594113
2020-06-16,0.0,1231.7664736594113
2020-06-17,0.0,1231.7664736594113
2020-06-18,0.0,1231.7664736594113
2020-06-19,0.0,1231.7664736594113
2020-06-22,0.0,1231.7664736594113
2020-06-23,0.0,1231.7664736594113
2020-06-24,0.0,1231.7664736594113
2020-06-25,0.0,1231.7664736594113
2020-06-26,0.0,1231.7664736594113
2020-06-29,-3.1881934030568345e-05,1231.727202561957
2020-06-30,-7.60006100588177e-05,1231.6335905431363
2020-07-01,-3.608749865909885e-05,1231.589143967589
2020-07-02,0.0001492233933018434,1231.7729258788056
2020-07-03,0.0,1231.7729258788056
2020-07-06,0.0,1231.7729258788056
2020-07-07,-4.8971419742249925e-05,1231.7126042098253
2020-07-08,0.03369761978242058,1273.218387227703
2020-07-09,0.0015551204362140247,1275.1983951614443
2020-07-10,-8.351001357311947e-05,1275.091903326156
