entry_date,exit_date,entry,exit,pnl,hold_days,type
2020-03-13,2020-03-17,1521.0895319989556,1520.5379879702882,-0.24453821906094117,4,Signal Exit
2020-03-18,2020-03-19,1483.3186911704468,1473.9526617702995,-1.0280742492633483,1,Signal Exit
2020-03-31,2020-04-01,1595.3850662346604,1578.223034924958,-1.5805268208717853,1,Signal Exit
2020-06-05,2020-06-08,1681.977184324539,1696.4656281272137,1.9288428151448433,3,Signal Exit
2020-08-25,2020-08-26,1917.1588101233306,1936.9752384569074,2.0000305943782535,1,Signal Exit
2020-08-27,2020-08-28,1927.1713507185862,1961.874850761313,3.50521053279259,1,Signal Exit
2020-09-02,2020-09-03,1941.5191189057564,1925.6926531589406,-2.01576813032826,1,Signal Exit
2020-09-21,2020-09-22,1906.0422479792458,1895.4396061621287,-1.6704519346234812,1,Signal Exit
2020-09-23,2020-10-01,1864.477194992309,1908.6907689825161,5.587162681085003,8,Signal Exit
2020-10-07,2020-10-08,1890.414259629851,1887.4964332008526,-0.7061162428082649,1,Signal Exit
2020-10-13,2020-10-14,1893.6634965152066,1899.6412475215939,0.6268567502390598,1,Signal Exit
2020-10-22,2020-10-23,1904.714710743997,1899.24625859486,-1.2684514562781195,1,Signal Exit
2020-10-28,2020-10-29,1879.467801077658,1865.0466311421749,-2.9458516290080032,1,Signal Exit
2020-11-24,2020-11-25,1808.0239633101344,1802.1811969263035,-1.181595754930131,1,Signal Exit
2020-11-26,2020-12-02,1791.5221878541465,1824.1267968280852,4.751943845510498,6,Signal Exit
2020-12-09,2020-12-10,1839.4924016802333,1831.8947448683548,-1.478206005353451,1,Signal Exit
2021-01-15,2021-01-18,1833.318566508599,1836.695801813444,0.23935380433016037,3,Signal Exit
2021-02-02,2021-02-03,1835.6750847405076,1830.6377641695287,-1.1157654640584624,1,Signal Exit
2021-02-04,2021-02-05,1793.605110414009,1808.644592472706,2.124756331764226,1,Signal Exit
2021-02-17,2021-02-18,1774.9605602312465,1770.8973183566995,-0.9833947821321999,1,Signal Exit
2021-03-01,2021-03-02,1726.4161001017821,1730.177397048345,0.31470843064851384,1,Signal Exit
2021-03-03,2021-03-05,1719.2723055979652,1695.0964631323666,-3.939396686564491,2,Signal Exit
2021-03-08,2021-03-09,1681.4469378056594,1713.3833963233164,4.614478015300418,1,Signal Exit
2021-03-29,2021-03-30,1715.0011861004123,1682.2393786210457,-6.5888337880422565,1,Signal Exit
2021-06-17,2021-06-25,1777.8595262683466,1774.0403100817978,-0.8784410784416525,8,Signal Exit
2021-06-29,2021-06-30,1766.476800286613,1768.7617168767163,0.0955965468651786,1,Signal Exit
2021-07-30,2021-08-02,1815.90147576745,1816.351584644511,-0.30708076842699517,3,Signal Exit
2021-08-09,2021-08-13,1726.639870414477,1772.7136509650177,8.288607408702134,4,Signal Exit
2021-08-25,2021-08-26,1790.6093002166253,1790.039599798848,-0.5321856076855286,1,Signal Exit
2021-09-20,2021-09-21,1764.3732979880158,1773.5214947254137,1.5481665117504488,1,Signal Exit
2021-09-23,2021-09-24,1750.3867154153322,1747.0689378286204,-1.0158343353734276,1,Signal Exit
2021-09-28,2021-09-30,1738.4703225355265,1753.606983272939,2.810691575538288,2,Signal Exit
2021-10-15,2021-10-18,1770.152062943188,1762.7392894098969,-2.0350328987389767,3,Signal Exit
2021-11-23,2021-11-24,1786.4968325018563,1781.6487212482764,-1.3257735876879422,1,Signal Exit
2021-12-02,2021-12-07,1764.3840318636126,1781.0026952170708,2.8623030140561743,5,Signal Exit
2021-12-14,2021-12-15,1773.611496698563,1761.2595852084771,-3.3349897687315266,1,Signal Exit
