Feature,Group,Mean_Abs_SHAP
close_pct_1d,returns,0.011468082357746627
rsi_14,RSI,0.009012834273888019
volume_ratio,volume ratio,0.008900493032620149
ema_50,EMA,0.008501530379050798
close_pct_5d,returns,0.008326954208320289
atr_14,ATR,0.008188409738773855
macd_signal,MACD,0.00814095057999914
macd,MACD,0.007640215113606747
ema_20,EMA,0.007634555422824033
macd_hist,MACD,0.006991270937514602
close_pct_20d,returns,0.00620539913457702
vol_gate_flag,volatility gate,0.000927152933298447
