date,daily_return,equity
2020-01-02,-4.616289480975411e-05,999.9538371051902
2020-01-03,0.0006154339894539676,1000.5692426844297
2020-01-06,-0.0002649275994122766,1000.3041642769196
2020-01-07,0.1065212043329462,1106.8577685549583
2020-01-08,0.0009606181439237115,1107.921036210175
2020-01-09,0.001043188885639369,1109.0768071213156
2020-01-10,-0.00060589781230887,1108.4048199101983
2020-01-13,0.0,1108.4048199101983
2020-01-14,0.0,1108.4048199101983
2020-01-15,0.0,1108.4048199101983
2020-01-16,0.0,1108.4048199101983
2020-01-17,0.0,1108.4048199101983
2020-01-20,0.0,1108.4048199101983
2020-01-21,0.0,1108.4048199101983
2020-01-22,0.0,1108.4048199101983
2020-01-23,0.0,1108.4048199101983
2020-01-24,0.0,1108.4048199101983
2020-01-27,0.0,1108.4048199101983
2020-01-28,0.0,1108.4048199101983
2020-01-29,0.0,1108.4048199101983
2020-01-30,0.0,1108.4048199101983
2020-01-31,0.0,1108.4048199101983
2020-02-03,0.0,1108.4048199101983
2020-02-04,0.0,1108.4048199101983
2020-02-05,-5.869771014116219e-05,1108.3397590853601
2020-02-06,-0.0003420275703683438,1107.9606763304175
2020-02-07,0.0,1107.9606763304175
2020-02-10,0.0,1107.9606763304175
2020-02-11,0.0,1107.9606763304175
2020-02-12,0.0,1107.9606763304175
2020-02-13,0.0,1107.9606763304175
2020-02-14,0.0,1107.9606763304175
2020-02-17,0.0,1107.9606763304175
2020-02-18,0.0,1107.9606763304175
2020-02-19,0.0,1107.9606763304175
2020-02-20,0.0,1107.9606763304175
2020-02-21,0.0,1107.9606763304175
2020-02-24,0.0,1107.9606763304175
2020-02-25,0.0,1107.9606763304175
2020-02-26,0.0,1107.9606763304175
2020-02-27,0.0,1107.9606763304175
2020-02-28,0.0,1107.9606763304175
2020-03-02,0.0,1107.9606763304175
2020-03-03,-5.647850008403863e-05,1107.8981003732663
2020-03-04,-0.00045015102892117403,1107.3993789034434
2020-03-05,-0.00034025027645389716,1107.0225859586267
2020-03-06,0.0,1107.0225859586267
2020-03-09,0.0,1107.0225859586267
