timestamp,total_balance,total_equity,total_return_pct,num_positions,position_details,total_margin,net_unrealized_pnl,btc_price
2008-01-02T00:00:00+00:00,970.16,999.80,-0.02,1,AAPL:long:21.3832@6.9677,29.80,-0.16,
2008-01-03T00:00:00+00:00,970.16,999.80,-0.02,1,AAPL:long:21.3832@6.9677,29.80,-0.16,
2008-01-04T00:00:00+00:00,989.73,989.73,-1.03,0,No positions,0.00,0.00,
2008-01-07T00:00:00+00:00,989.73,989.73,-1.03,0,No positions,0.00,0.00,
2008-01-08T00:00:00+00:00,989.73,989.73,-1.03,0,No positions,0.00,0.00,
2008-01-09T00:00:00+00:00,956.89,989.50,-1.05,1,AAPL:long:25.5522@6.4171,32.79,-0.18,
2008-01-10T00:00:00+00:00,987.96,987.96,-1.20,0,No positions,0.00,0.00,
2008-01-11T00:00:00+00:00,987.96,987.96,-1.20,0,No positions,0.00,0.00,
2008-01-14T00:00:00+00:00,987.96,987.96,-1.20,0,No positions,0.00,0.00,
2008-01-15T00:00:00+00:00,987.96,987.96,-1.20,0,No positions,0.00,0.00,
2008-01-16T00:00:00+00:00,987.96,987.96,-1.20,0,No positions,0.00,0.00,
2008-01-17T00:00:00+00:00,987.96,987.96,-1.20,0,No positions,0.00,0.00,
2008-01-18T00:00:00+00:00,927.87,987.71,-1.23,1,AAPL:long:31.2326@5.7663,60.03,-0.20,
2008-01-22T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-23T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-24T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-25T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-28T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-29T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-30T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-01-31T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-02-01T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-02-04T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-02-05T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-02-06T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-02-07T00:00:00+00:00,977.74,977.74,-2.23,0,No positions,0.00,0.00,
2008-02-08T00:00:00+00:00,950.77,977.56,-2.24,1,AAPL:short:30.0990@4.4751,26.94,-0.15,
2008-02-11T00:00:00+00:00,973.12,973.12,-2.69,0,No positions,0.00,0.00,
2008-02-12T00:00:00+00:00,933.40,972.95,-2.70,1,AAPL:long:26.6644@4.4649,39.68,-0.13,
2008-02-13T00:00:00+00:00,933.40,977.22,-2.28,1,AAPL:long:26.6644@4.4649,39.68,4.14,
2008-02-14T00:00:00+00:00,975.15,975.15,-2.48,0,No positions,0.00,0.00,
2008-02-15T00:00:00+00:00,941.02,974.92,-2.51,1,AAPL:long:38.2510@4.4549,34.08,-0.19,
2008-02-19T00:00:00+00:00,971.20,971.20,-2.88,0,No positions,0.00,0.00,
2008-02-20T00:00:00+00:00,936.06,970.96,-2.90,1,AAPL:long:39.6550@4.4249,35.09,-0.19,
2008-02-21T00:00:00+00:00,967.50,967.50,-3.25,0,No positions,0.00,0.00,
2008-02-22T00:00:00+00:00,934.96,967.28,-3.27,1,AAPL:long:38.0059@4.2747,32.49,-0.18,
2008-02-25T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-02-26T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-02-27T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-02-28T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-02-29T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-03T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-04T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-05T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-06T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-07T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-10T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-11T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-12T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-13T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-14T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-17T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-18T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-19T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-20T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-24T00:00:00+00:00,967.39,967.39,-3.26,0,No positions,0.00,0.00,
2008-03-25T00:00:00+00:00,930.09,967.24,-3.28,1,AAPL:long:22.2027@5.0355,37.27,-0.12,
2008-03-26T00:00:00+00:00,970.38,970.38,-2.96,0,No positions,0.00,0.00,
2008-03-27T00:00:00+00:00,970.38,970.38,-2.96,0,No positions,0.00,0.00,
2008-03-28T00:00:00+00:00,970.38,970.38,-2.96,0,No positions,0.00,0.00,
2008-03-31T00:00:00+00:00,970.38,970.38,-2.96,0,No positions,0.00,0.00,
2008-04-01T00:00:00+00:00,924.40,970.06,-2.99,1,AAPL:long:42.9443@5.3459,45.91,-0.25,
2008-04-02T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-03T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-04T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-07T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-08T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-09T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-10T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-11T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-14T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-15T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-16T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-17T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-18T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-21T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-22T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-23T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-24T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-25T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-28T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-29T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-04-30T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-01T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-02T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-05T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-06T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-07T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-08T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-09T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-12T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-13T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-14T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-15T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-16T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-19T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-20T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-21T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-22T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-23T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-27T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-28T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-29T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-05-30T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-02T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-03T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-04T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-05T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-06T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-09T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-10T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-11T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-12T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-13T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-16T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-17T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-18T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-19T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-20T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-23T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-24T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-25T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-26T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-27T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-06-30T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-01T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-02T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-03T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-07T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-08T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-09T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-10T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-11T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-14T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-15T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-16T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-17T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-18T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-21T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-22T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
2008-07-23T00:00:00+00:00,966.68,966.68,-3.33,0,No positions,0.00,0.00,
