entry_date,exit_date,entry,exit,pnl,hold_days,type
2022-01-03,2022-01-04,1801.18006,1813.5112399999998,2.5583441304849766,1,Signal Exit
2022-01-26,2022-01-27,1830.79782,1792.02414,-9.716070780612004,1,Signal Exit
2022-01-28,2022-02-01,1786.87148,1799.7195199999999,2.4906339358499676,4,Signal Exit
2022-02-03,2022-02-04,1804.28192,1805.71592,-0.08967043896395252,1,Signal Exit
2022-02-14,2022-02-15,1869.42098,1853.9869399999998,-3.8915423910000726,1,Signal Exit
2022-02-28,2022-03-03,1901.8404200000002,1934.73846,5.164324418351969,3,Signal Exit
2022-03-07,2022-03-09,1997.09754,1987.00708,-1.7785458120319844,2,Signal Exit
2022-03-14,2022-03-21,1961.9764799999998,1928.3422999999998,-4.212593783776002,7,Signal Exit
2022-03-22,2022-03-23,1922.6529,1936.13762,1.4236160079679907,1,Signal Exit
2022-03-28,2022-03-30,1940.96388,1934.93834,-0.9986217851940116,2,Signal Exit
2022-04-04,2022-04-06,1931.75836,1918.54818,-1.9509444585030045,2,Signal Exit
2022-04-19,2022-04-20,1957.4737799999998,1951.7282599999999,-1.1272977173279917,1,Signal Exit
2022-04-25,2022-04-26,1894.43598,1900.3591000000001,0.5941966350960226,1,Signal Exit
2022-05-02,2022-05-03,1864.71816,1869.4776399999998,0.4416667466699908,1,Signal Exit
2022-05-05,2022-05-11,1876.8254200000001,1852.58778,-3.9440645712600086,6,Signal Exit
2022-05-18,2022-05-23,1816.98954,1846.69132,4.344923578962979,5,Signal Exit
2022-05-25,2022-05-26,1847.40778,1846.4914399999998,-0.4465476009760353,1,Signal Exit
2022-06-06,2022-06-07,1841.90448,1848.09048,0.7449160324320256,1,Signal Exit
2022-06-13,2022-06-14,1830.29752,1809.4137,-3.9095729400420023,1,Signal Exit
2022-07-11,2022-07-13,1732.73902,1734.4587000000001,-0.002590299845971561,2,Signal Exit
2022-07-14,2022-07-21,1706.82348,1712.37196,0.6756432812799871,7,Signal Exit
2022-07-26,2022-07-27,1718.73062,1718.06854,-0.4534813599900115,1,Signal Exit
2022-07-28,2022-08-01,1755.45264,1771.6363800000001,2.614381442337031,4,Signal Exit
2022-08-16,2022-08-22,1775.96494,1726.319930977778,-10.453977206498392,6,Stop Loss
2022-08-22,2022-08-23,1735.44064,1746.25162,1.8503073094799942,1,Signal Exit
2022-08-29,2022-08-31,1737.74202,1715.8698600000002,-4.809469258571933,2,Signal Exit
2022-09-01,2022-09-06,1700.6197599999998,1702.3779600000003,0.011759816436091808,5,Signal Exit
2022-09-07,2022-09-12,1719.23092,1729.76152,1.7779523531820098,5,Signal Exit
2022-09-14,2022-09-26,1699.21892,1649.4893455041708,-10.301347297167686,12,Stop Loss
2022-09-26,2022-09-29,1624.57416,1662.60184,6.356300872400025,3,Signal Exit
2022-10-03,2022-10-04,1698.2183200000002,1724.4647,4.09244442013197,1,Signal Exit
2022-10-12,2022-10-13,1673.30338,1670.79692,-0.7178680437700106,1,Signal Exit
2022-10-18,2022-10-19,1651.6904200000001,1628.0226,-4.464274136364021,1,Signal Exit
2022-11-07,2022-11-08,1681.5083,1714.9704000000002,5.291859184290031,1,Signal Exit
2022-11-10,2022-11-15,1754.75222,1775.73392,2.9381962645969724,5,Signal Exit
2022-11-21,2022-11-22,1740.64376,1738.85606,-0.5964917797809761,1,Signal Exit
2022-11-28,2022-11-29,1741.3441799999998,1755.24622,2.1086747228000293,1,Signal Exit
2022-12-01,2022-12-05,1809.28492,1773.23542,-6.213452819914013,4,Signal Exit
2022-12-13,2022-12-19,1819.39098,1789.9253999999999,-5.359718825766008,6,Signal Exit
2022-12-20,2022-12-21,1819.6911599999999,1817.4089000000001,-0.7016485961329527,1,Signal Exit
