entry_date,exit_date,entry,exit,pnl,hold_days,type
2020-01-02,2020-01-13,75.135054,79.19245599999999,17.422696869838482,11,Signal Exit
2020-01-14,2020-01-28,78.216902,79.372348,4.293362688087491,14,Signal Exit
2020-01-30,2020-01-31,81.01858200000001,77.98336763742755,-10.648900267006685,1,Stop Loss
2020-01-31,2020-02-04,77.426428,79.662174,6.612686088114574,4,Signal Exit
2020-02-05,2020-02-24,80.40821600000001,76.77324514638057,-10.53017522813661,19,Stop Loss
2020-02-24,2020-02-27,74.58472400000001,70.48363603514242,-10.401083747243376,3,Stop Loss
2020-02-27,2020-03-02,68.42102799999999,74.65518,12.792353925316819,4,Signal Exit
2020-03-03,2020-03-04,72.373398,75.634592,5.248345781233505,1,Signal Exit
2020-03-06,2020-03-09,72.30335600000001,66.12905887453175,-10.328019755292315,3,Stop Loss
2020-03-09,2020-03-10,66.579924,71.28720200000001,7.102233001934403,1,Signal Exit
2020-03-11,2020-03-12,68.901316,61.99652755705649,-10.267159638235558,1,Stop Loss
2020-03-12,2020-03-13,62.097236,69.44830599999999,10.01582663042918,1,Signal Exit
2020-03-16,2020-03-24,60.586330000000004,61.682968,1.1968347730857984,8,Signal Exit
2020-03-25,2020-03-26,61.416828,64.571234,3.5677985534229015,1,Signal Exit
2020-04-03,2020-04-06,60.38621,65.580628,7.150140945165408,3,Signal Exit
2020-04-15,2020-04-22,71.152666,68.98858200000001,-3.525942827596782,7,Signal Exit
2020-04-23,2020-04-24,68.80125600000001,70.69755599999999,3.2881563793187683,1,Signal Exit
2020-04-27,2020-05-20,70.832474,79.762114,17.050807748944184,23,Signal Exit
2020-05-21,2020-06-05,79.25752599999998,82.83027200000001,8.476805190597759,15,Signal Exit
2020-06-08,2020-06-09,83.410016,85.94839999999999,7.28087822930158,1,Signal Exit
2020-06-12,2020-06-16,84.75082,87.967188,7.498249550817572,4,Signal Exit
2020-06-17,2020-06-22,87.95274,89.666168,3.9036334423287844,5,Signal Exit
2020-06-24,2020-07-21,90.064006,96.9418,15.714453467981086,27,Signal Exit
2020-07-23,2020-07-29,92.90571,94.982976,4.403172410705687,6,Signal Exit
2020-07-30,2020-08-06,96.247714,113.83166,39.166733266170404,7,Signal Exit
2020-08-10,2020-08-11,112.797638,109.314372,-6.358355626845,1,Signal Exit
2020-08-13,2020-08-20,115.079006,118.20903200000001,5.197179902630701,7,Signal Exit
2020-08-24,2020-08-31,125.93551599999999,128.962576,4.983271385544434,7,Signal Exit
2020-09-03,2020-09-04,120.952528,111.83865036424447,-11.532303367237104,1,Stop Loss
2020-09-04,2020-09-11,121.03257599999999,110.73555591536986,-11.503135215154364,7,Stop Loss
2020-09-11,2020-09-14,112.0672,115.29078399999999,3.0996423214735884,3,Signal Exit
2020-09-15,2020-09-21,115.60932400000002,104.67405576546236,-11.280677155810546,6,Stop Loss
2020-09-21,2020-09-25,110.14604800000001,112.212632,2.0289278752159916,4,Signal Exit
2020-09-29,2020-09-30,114.158454,115.74051399999999,1.6868836712967816,1,Signal Exit
2020-10-02,2020-10-05,113.087812,116.4301,3.945331503385595,3,Signal Exit
2020-10-06,2020-10-12,113.22789599999999,124.32536,13.702499708993221,6,Signal Exit
2020-10-13,2020-10-28,121.17266000000001,112.35707758781611,-11.440550397476377,15,Stop Loss
2020-10-28,2020-10-29,111.26672,115.25080799999999,5.59876740695038,1,Signal Exit
2020-10-30,2020-11-04,108.925316,114.88103000000001,7.672339234768319,5,Signal Exit
2020-11-05,2020-12-15,119.10141800000001,127.80327199999999,11.479617094720977,40,Signal Exit
2020-12-16,2020-12-22,127.88668600000001,131.80087199999997,7.0093586617361225,6,Signal Exit
2020-12-23,2020-12-28,131.038576,136.607986,9.676975035835708,5,Signal Exit
2020-12-30,2021-01-04,133.800232,127.05241092808225,-11.860849805147545,5,Stop Loss
2021-01-04,2021-01-07,129.487646,130.84144799999999,1.970423390565857,3,Signal Exit
2021-01-08,2021-01-21,132.12923,136.787878,7.101620173386199,13,Signal Exit
2021-01-22,2021-01-27,139.15344199999998,141.974764,4.0672458813284145,5,Signal Exit
2021-01-28,2021-02-18,137.172254,128.85051045605823,-11.81129263185922,21,Stop Loss
2021-02-18,2021-02-23,129.787826,123.0116230159968,-11.76962787828243,5,Stop Loss
2021-02-23,2021-03-01,125.93551599999999,127.71332600000001,2.5435083830074254,6,Signal Exit
2021-03-02,2021-03-08,125.19507200000001,117.09316748915968,-11.576407862137431,6,Stop Loss
2021-03-08,2021-03-09,116.42981599999999,121.007352,6.009148231543212,1,Signal Exit
2021-03-10,2021-03-15,120.05198800000001,123.915606,5.045219559325185,5,Signal Exit
2021-03-16,2021-03-22,125.645342,123.315966,-3.530854339440595,6,Signal Exit
2021-03-23,2021-03-31,122.613524,122.07671,-1.0125343196236887,8,Signal Exit
2021-04-01,2021-04-05,123.07379999999999,125.82446,4.581162241628019,4,Signal Exit
2021-04-06,2021-04-08,126.28572599999998,130.28178400000002,7.057140887427061,2,Signal Exit
2021-04-09,2021-04-13,133.069794,134.349342,2.1215198568480096,4,Signal Exit
2021-04-14,2021-04-15,132.109218,134.4193,4.038867636651389,1,Signal Exit
2021-04-16,2021-05-04,134.240496,128.2760166406037,-11.838532023483227,18,Stop Loss
2021-05-04,2021-05-14,127.92670999999999,127.37353,-1.3020195214879684,10,Signal Exit
2021-05-17,2021-05-20,126.345762,127.233614,1.4415281251592178,3,Signal Exit
2021-05-21,2021-07-07,125.505258,144.483258,37.128258514036816,47,Signal Exit
2021-07-08,2021-07-14,143.325944,149.06051,14.031845195725701,6,Signal Exit
2021-07-15,2021-07-19,148.569088,143.27651427028235,-12.355720268444447,4,Stop Loss
2021-07-19,2021-07-20,142.53546999999998,146.06231000000002,7.0157285162511025,1,Signal Exit
2021-07-21,2021-08-12,145.48724,148.80066599999998,6.506709606584927,22,Signal Exit
2021-08-13,2021-08-19,149.18945999999997,144.50320935153027,-12.441841563711359,6,Stop Loss
2021-08-19,2021-09-20,146.78802,141.3184814106492,-12.26569817052258,32,Stop Loss
2021-09-20,2021-10-14,143.025764,143.673744,0.98095073519938,24,Signal Exit
2021-10-15,2021-10-19,144.926904,148.670744,7.623569068414413,4,Signal Exit
2021-10-22,2021-10-28,148.779214,152.478458,8.085874512690383,6,Signal Exit
2021-10-29,2021-11-18,149.88988000000003,157.77527800000001,16.293500968215362,20,Signal Exit
2021-11-19,2021-11-29,160.64633,160.14385600000003,-1.367366365040355,10,Signal Exit
2021-12-02,2021-12-06,163.858256,165.22080799999998,1.8590757478423463,4,Signal Exit
2021-12-09,2021-12-10,174.664736,179.34233,6.3764365736455995,1,Signal Exit
2021-12-14,2021-12-15,174.43459800000002,179.19242,6.083121175198868,1,Signal Exit
2021-12-16,2021-12-21,172.36335599999998,172.886206,0.4128454881572063,5,Signal Exit
2021-12-22,2021-12-27,175.74538399999997,180.221802,5.42204516098983,5,Signal Exit
2021-12-28,2021-12-31,179.397574,177.463458,-2.908342788577185,3,Force Close
